ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA;LONGITUDINE;LATITUDINE
201516;NORD EST;30038;I908;VEIC861007;VEEE861019;I.C. MARGHERITA HACK;ANNA FRANK;Non Disponibile;SPINEA;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC861007@istruzione.it;Non Disponibile;VIA FREGENE 15;VENEZIA;VENETO;www.ic-margheritahack.it; 1.21546492E7;4,55E+15
201516;NORD EST;30015;C638;VEIC85000R;VEMM85001T;I.C. CHIOGGIA 3;G.OLIVI;Non Disponibile;CHIOGGIA;SCUOLA PRIMO GRADO;NO;Non Disponibile;VEIC85000R@istruzione.it;Non Disponibile;BORGO S.GIOVANNI;VENEZIA;VENETO;www.chioggia3.it; 1.28394952E7;4,58E+14
201516;NORD EST;35030;H625;PDIC85100E;PDEE85102N;IST. COMPR. RUBANO - BUONARROTI;RUBANO-SARMEOLA-MARCONI;Non Disponibile;RUBANO;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC85100E@istruzione.it;Non Disponibile;VIA BORROMEO, 14;PADOVA;VENETO;www.icrubano.it; 1.18129316E7;4,54E+15
201516;NORD EST;32020;H379;BLIC82700B;BLEE82704L;IC ALLEGHE;ROCCA PIETORE;Non Disponibile;ROCCA PIETORE;SCUOLA PRIMARIA;NO;Non Disponibile;BLIC82700B@istruzione.it;Non Disponibile;VIA CAPOLUOGO;BELLUNO;VENETO;www.icciauri.it; 1.2524782799999999E7;4,66E+15
201516;ISOLE;94014;F892;ENIS00600Q;ENIS00600Q;ALESSANDRO VOLTA;ALESSANDRO VOLTA;Non Disponibile;NICOSIA;ISTITUTO SUPERIORE;SI;Non Disponibile;ENIS00600Q@istruzione.it;enis00600q@pec.istruzione.it;VIALE VITTORIO VENETO 59;ENNA;SICILIA;Non Disponibile; 1.43964133E7;3,77E+23
201516;NORD EST;36028;H580;VIIC85300G;VIAA85302D;IC ROSSANO V.TO  G. RODARI;SAN ZENONE;Non Disponibile;ROSSANO VENETO;SCUOLA INFANZIA;NO;Non Disponibile;VIIC85300G@istruzione.it;Non Disponibile;VIA SAN ZENONE;VICENZA;VENETO;www.rodari-rossano.org; 1.18053071E7;4,57E+15
201516;NORD EST;36063;E970;VIIC884007;VIIC884007;ISTITUTO COMPRENSIVO  MAROSTICA;ISTITUTO COMPRENSIVO  MAROSTICA;Non Disponibile;MAROSTICA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VIIC884007@istruzione.it;viic884007@pec.istruzione.it;VIA NATALE DALLE LASTE 2;VICENZA;VENETO;Non Disponibile; 1.1535421399999999E7;4,55E+23
201516;NORD EST;35017;G688;PDIC86300R;PDMM86301T;DI PIOMBINO DESE;PIOMBINO DESE GEMELLI;Non Disponibile;PIOMBINO DESE;SCUOLA PRIMO GRADO;NO;Non Disponibile;PDIC86300R@istruzione.it;Non Disponibile;VIA DANTE, 9;PADOVA;VENETO;http://www.icpiombinodese.it/; 1.19940889E7;4,56E+15
201516;NORD EST;35125;G224;PDIC88600D;PDEE88602L;IX IC DI PADOVA CURBASTRO;G.RICCI CURBASTRO - PD;Non Disponibile;PADOVA;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC88600D@istruzione.it;Non Disponibile;VIA A.TASSONI,17;PADOVA;VENETO;http://www.nonoicpadova.gov.it; 1.1867966799999999E7;4,54E+15
201516;NORD EST;35010;L892;PDIC86500C;PDEE86504N;ISTITUTO COMPR. VIGODARZERE;VIGODARZERE/TAVO;Non Disponibile;VIGODARZERE;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC86500C@istruzione.it;Non Disponibile;VIA S. FRANCESCO 2;PADOVA;VENETO;www.icvigodarzere.gov.it; 1.191362E7;4,56E+22
201516;NORD EST;31055;H131;TVIC82600X;TVMM826011;IC QUINTO DI TREVISO;SMS CIARDI QUINTO (IC);Non Disponibile;QUINTO DI TREVISO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVIC82600X@istruzione.it;Non Disponibile;VIA DONATORI DEL SANGUE, 1;TREVISO;VENETO;www.icquintotv.gov.it; 1.21553096E7;4,56E+23
201516;NORD EST;31052;F012;TVIC85700G;TVEE85702P;IC MASERADA SUL PIAVE;G. PASCOLI;Non Disponibile;MASERADA SUL PIAVE;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC85700G@istruzione.it;Non Disponibile;VIA DELLO STADIO 8;TREVISO;VENETO;www.icmaserada.gov.it; 1.2316944999999998E7;4,57E+14
201516;NORD EST;31020;H843;TVIC846005;TVIC846005;IC SAN FIOR;IC SAN FIOR;Non Disponibile;SAN FIOR;ISTITUTO COMPRENSIVO;SI;Non Disponibile;TVIC846005@istruzione.it;tvic846005@pec.istruzione.it;VIA ISIDORO MEL, 8;TREVISO;VENETO;Non Disponibile; 1.235524E7;4,59E+13
201516;NORD EST;37020;I109;VRIC86900D;VREE86903N;IC S.PIETRO IN CARIANO;PEDEMONTE PALLADIO A.;Non Disponibile;SAN PIETRO IN CARIANO;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC86900D@istruzione.it;Non Disponibile;VIA BOLLA, 6;VERONA;VENETO;WWW.ICSANPIETROINCARIANO.GOV.IT; 1.09201599E7;4,55E+12
201516;NORD EST;37036;I003;VRIC84000T;VRMM84001V;IC S.MARTINO B.A.;S. MARTINO B.A.- B. BARBARANI;Non Disponibile;SAN MARTINO BUON ALBERGO;SCUOLA PRIMO GRADO;NO;Non Disponibile;VRIC84000T@istruzione.it;Non Disponibile;VIA  BENTEGODI  2;VERONA;VENETO;http://nuke.icsanmartinoscuole.it/; 1.09908697E7;4,54E+15
201516;NORD EST;37012;B296;VRIC81300D;VRMM81301E;IC BUSSOLENGO;BUSSOLENGO - L. DA VINCI;Non Disponibile;BUSSOLENGO;SCUOLA PRIMO GRADO;NO;Non Disponibile;VRIC81300D@istruzione.it;Non Disponibile;VIA CARLO ALBERTO DALLA CHIESA, 13;VERONA;VENETO;www.icbussolengo.gov.it; 1.0846687E7;4,55E+14
201516;NORD OVEST;27058;M109;PVIC826009;PVAA826027;IST COMPRENSIVO DI VIA MARSALA;VOGHERA - VIA VENETO;Non Disponibile;VOGHERA;SCUOLA INFANZIA;NO;Non Disponibile;PVIC826009@istruzione.it;Non Disponibile;VIA VENETO 15;PAVIA;LOMBARDIA;www.icviamarsalavoghera.gov.it; 9000520.5;4,50E+15
201516;NORD EST;30141;L736;VEIC81400N;VEIC81400N;I.C. U. FOSCOLO MURANO-BURANO;I.C. U. FOSCOLO MURANO-BURANO;Non Disponibile;VENEZIA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VEIC81400N@istruzione.it;veic81400n@pec.istruzione.it;FONDAMENTA COLLEONI N. 15;VENEZIA;VENETO;Non Disponibile; 1.23543957E7;4,55E+15
201516;NORD EST;36071;A459;VIIS00200V;VIPS002019;IS   LEONARDO DA VINCI;L.S. DA VINCI ARZIGNANO;Non Disponibile;ARZIGNANO;LICEO SCIENTIFICO;NO;Non Disponibile;VIIS00200V@istruzione.it;Non Disponibile;VIALE      VICENZA 27/A;VICENZA;VENETO;www.liceoarzignano.it; 1.13462525E7;4,55E+15
201516;NORD EST;30174;L736;VEIC82700Q;VEEE827052;GIULIO CESARE PAROLARI;D.A.MUNARETTO-CIPRESSINA;Non Disponibile;VENEZIA;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC82700Q@istruzione.it;Non Disponibile;VIA DEL GAZZATO 6;VENEZIA;VENETO;www.icparolari.gov.it; 1.2229291E7;4,55E+15
201516;NORD EST;31010;D505;TVIC84300N;TVMM84301P;IC FARRA DI SOLIGO;SMS ZANELLA FARRA DI SOLIGO(IC);Non Disponibile;FARRA DI SOLIGO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVIC84300N@istruzione.it;Non Disponibile;VIA        BRIGATA MAZZINI     46;TREVISO;VENETO;www.icfarra.it; 1.209328E7;4,59E+22
201516;NORD EST;30030;F241;VEIC85700G;VEEE85702P;I.C. MIRANO 2;VITTORIO ALFIERI;Non Disponibile;MIRANO;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC85700G@istruzione.it;Non Disponibile;VIA VAROTARA 12;VENEZIA;VENETO;www.icmiranodue.gov.it; 1.207641E7;4,55E+13
201516;NORD EST;31015;C957;TVIC867006;TVEE86705C;IC CONEGLIANO 2 GB CIMA;LA NOSTRA FAMIGLIA;Non Disponibile;CONEGLIANO;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC867006@istruzione.it;Non Disponibile;VIA COSTA ALTA;TREVISO;VENETO;www.icconegliano2cima.gov.it; 1.2279886000000002E7;4,59E+15
201516;NORD EST;36010;C824;VIIC847008;VIMM847019;IC COGOLLO  DON CARLO FRIGO ;SMS FRIGO COGOLLO DEL C.;Non Disponibile;COGOLLO DEL CENGIO;SCUOLA PRIMO GRADO;NO;Non Disponibile;VIIC847008@istruzione.it;Non Disponibile;VIA  COLOMBARA, 5;VICENZA;VENETO;www.ic-frigo.gov.it; 1.14386E7;4,58E+11
201516;NORD EST;36025;F964;VIMM141007;VICT71100A;CPIA DI VICENZA;CTP DI NOVENTA VICENTINA (IC FOGAZZARO);Non Disponibile;NOVENTA VICENTINA;CENTRO TERRITORIALE;NO;Non Disponibile;VIMM141007@istruzione.it;Non Disponibile;VIA MARCONI,3;VICENZA;VENETO;Non Disponibile; 1.14782036E7;4,57E+23
201516;NORD EST;30015;C638;VEIC85000R;VEEE85001V;I.C. CHIOGGIA 3;MARIO CHIEREGHIN;Non Disponibile;CHIOGGIA;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC85000R@istruzione.it;Non Disponibile;VIA PALMIRO TOGLIATTI 831;VENEZIA;VENETO;www.chioggia3.it; 1.2278110399999999E7;4,52E+23
201516;NORD EST;30174;L736;VEIC82700Q;VEMM82701R;GIULIO CESARE PAROLARI;ENRICO FERMI;Non Disponibile;VENEZIA;SCUOLA PRIMO GRADO;NO;Non Disponibile;VEIC82700Q@istruzione.it;Non Disponibile;VIA TIEPOLO, 8;VENEZIA;VENETO;www.icparolari.gov.it; 1.221023E7;4,55E+13
201516;NORD EST;37062;L949;VRIC86700T;VREE867032;IC DOSSOBUONO DI VILLAFRANCA;RIZZA DI VILLAFRANCA DI VERONA;Non Disponibile;VILLAFRANCA DI VERONA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC86700T@istruzione.it;Non Disponibile;VIA STRADA LA RIZZA;VERONA;VENETO;www.icdossobuono.gov.it; 1.09572391E7;4,54E+15
201516;NORD EST;37043;C041;VRIC84600R;VREE846031;IC VILLA BARTOLOMEA;BATTISTI CESARE CASTAGNARO;Non Disponibile;CASTAGNARO;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC84600R@istruzione.it;Non Disponibile;VIA D.ALIGHIERI 27;VERONA;VENETO;icvillabartolomea.gov.it; 1.1409878E7;4,51E+22
201516;NORD EST;35030;I595;PDIC89800Q;PDMM89801R;SELVAZZANO DENTRO II;SELVAZZANO CESAROTTI;Non Disponibile;SELVAZZANO DENTRO;SCUOLA PRIMO GRADO;NO;Non Disponibile;PDIC89800Q@istruzione.it;Non Disponibile;VIA  CESAROTTI   3;PADOVA;VENETO;WWW.ICSELVAZZANO2.IT; 1.1782734999999998E7;4,54E+14
201516;SUD;80031;B227;NAIC8EK00N;NAIC8EK00N;BRUSCIANO DE FILIPPO-DE RUGGIER;BRUSCIANO DE FILIPPO-DE RUGGIER;Non Disponibile;BRUSCIANO;ISTITUTO COMPRENSIVO;SI;Non Disponibile;NAIC8EK00N@istruzione.it;NAIC8EK00N@pec.istruzione.it;VIA VITTORIO VENETO SNC;NAPOLI;CAMPANIA;Non Disponibile; 1.42681244E7;4,09E+15
201516;NORD EST;31033;C111;TVIS02200R;TVRC02201Q;I.S.I.S.S. C. ROSSELLI;I.S.I.S.S. C. ROSSELLI;Non Disponibile;CASTELFRANCO VENETO;IST  PROF  PER I SERVIZI COMMERCIALI;NO;Non Disponibile;TVIS02200R@istruzione.it;Non Disponibile;VIA G. RIZZETTI 10;TREVISO;VENETO;www.istitutorosselli.net; 1.19266714E7;4,57E+22
201516;NORD EST;37010;C370;VRIC83300P;VRMM83301Q;IC CAVAION;CAVAION G. FRACASTORO;Non Disponibile;CAVAION VERONESE;SCUOLA PRIMO GRADO;NO;Non Disponibile;VRIC83300P@istruzione.it;Non Disponibile;VIA        CAVALLINE           57;VERONA;VENETO;www.iccavaion.gov.it; 1.077445E7;4,55E+22
201516;NORD EST;37010;I259;VRIC85000C;VREE85001E;IC S.AMBROGIO V.P;S.AMBR.VALPOLICELLA G.PASCOLI;Non Disponibile;SANT'AMBROGIO DI VALPOLICELLA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC85000C@istruzione.it;Non Disponibile;VIA MARCONI 13;VERONA;VENETO;www.icsantambrogio.it; 1.07659419E7;4,56E+15
201516;NORD EST;37126;L781;VRIC880008;VREE88001A;IC VR 09 VALDONEGA;FRACCAROLI A.;Non Disponibile;VERONA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC880008@istruzione.it;Non Disponibile;VIA CESIOLO 5;VERONA;VENETO;WWW.ISTITUTOCOMPRENSIVOVALDONEGA.IT; 1.09877234E7;4,55E+14
201516;NORD EST;37045;E512;VRIC89800D;VRAA89801A;IC 01 LEGNAGO;CASETTE C. COLLODI;Non Disponibile;LEGNAGO;SCUOLA INFANZIA;NO;Non Disponibile;VRIC89800D@istruzione.it;Non Disponibile;VIA CASETTE, 1;VERONA;VENETO;ww.legnago1.gov.it; 1.13080035E7;4,52E+23
201516;NORD EST;36013;G694;VIIC827003;VIAA827021;IC PIOVENE ROCCHETTE- FOGAZZARO;IC PIOVENE-GRUMELLO;Non Disponibile;PIOVENE-ROCCHETTE;SCUOLA INFANZIA;NO;Non Disponibile;VIIC827003@istruzione.it;Non Disponibile;VIA LENGORE;VICENZA;VENETO;www.ics-piovene-rocchette.vi.it; 1.14259167E7;4,57E+23
201516;NORD EST;30016;C388;VEVC030009;VEVC030009;CONVITTO ANNESSO E. CORNARO;CONVITTO ANNESSO E. CORNARO;ANNESSO A ISTITUTO;IESOLO;CONVITTO ANNESSO;NO;Non Disponibile;VEVC030009@istruzione.it;VEVC030009@pec.istruzione.it;VIALE MARTIN LUTHER KING, 5;VENEZIA;VENETO;Non Disponibile; 1.2647848999999998E7;4,55E+22
201516;ISOLE;95030;I202;CTSL01000A;CTSL01002C;LA LICEO ARTIST.  EMILIO GRECO CATANIA;LICEO ARTISTICO E.  GRECO;Non Disponibile;SANT'AGATA LI BATTIATI;LICEO ARTISTICO;NO;Non Disponibile;CTSL01000A@istruzione.it;Non Disponibile;PIAZZA V. VENETO, 41;CATANIA;SICILIA;www.liceoartisticocatania.gov.it; 1.5022851999999998E7;3,76E+13
201516;NORD OVEST;10020;C369;TOIC86300E;TOEE86302N;ISTITUTO COMPRENSIVO BRUSASCO;SCUOLA PRIMARIA CAVAGNOLO;Non Disponibile;CAVAGNOLO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC86300E@istruzione.it;Non Disponibile;PIAZZA VITTORIO VENETO N. 5;TORINO;PIEMONTE;www.icbrusasco.it; 8050965.099999999;4,52E+15
201516;NORD EST;45100;H620;ROIC82100G;ROMM82101L;ROVIGO 2;C.PARENZO - ROVIGO;Non Disponibile;ROVIGO;SCUOLA PRIMO GRADO;NO;Non Disponibile;ROIC82100G@istruzione.it;Non Disponibile;LARGO PARENZO, 1;ROVIGO;VENETO;http://www.icrovigo2.gov.it; 1.1796550000000002E7;4,51E+22
201516;NORD EST;37100;L781;VRTL01000T;VRTL010518;CANGRANDE DELLA SCALA;CANGRANDE DELLA SCALA - SERALE;Non Disponibile;VERONA;ISTITUTO TECNICO PER GEOMETRI;NO;Non Disponibile;VRTL01000T@istruzione.it;Non Disponibile;CORSO PORTA NUOVA, 66;VERONA;VENETO;www.itscangrande.gov.it; 1.0988838899999999E7;4,54E+15
201516;NORD EST;37141;L781;VRIC88800V;VREE888011;IC VR 17 MONTORIO;BETTELONI C.;Non Disponibile;VERONA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC88800V@istruzione.it;Non Disponibile;PIAZZ.LE BUCCARI 1/A;VERONA;VENETO;vric88800v@istruzione.it; 1.106346E7;4,55E+13
201516;NORD EST;35132;G224;PDIC88100A;PDAA881017;IV IC DI PADOVA ROSMINI;IL QUADRIFOGLIO;Non Disponibile;PADOVA;SCUOLA INFANZIA;NO;Non Disponibile;PDIC88100A@istruzione.it;Non Disponibile;VIA BACH;PADOVA;VENETO;www.4icpadova.it; 1.18961208E7;4,54E+15
201516;NORD EST;32042;B375;BLIC808002;BLEE808036;IC DOMEGGE;G. MARCONI DI CALALZO DI CAD.;Non Disponibile;CALALZO DI CADORE;SCUOLA PRIMARIA;NO;Non Disponibile;BLIC808002@istruzione.it;Non Disponibile;VIA GIOVANNI XXIII, 13;BELLUNO;VENETO;www.istitutocomprdomegge.gov.it; 1.2382207799999999E7;4,64E+14
201516;NORD EST;35048;I938;PDIC854002;PDEE854058;SOLESINO-STANGHELLA;GALILEO GALILEI;Non Disponibile;STANGHELLA;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC854002@istruzione.it;Non Disponibile;VIA CONCETTO MARCHESI, 30;PADOVA;VENETO;www.icsolesino-stanghella.gov.it; 1.17560436E7;4,51E+15
201516;NORD EST;35027;F962;PDIC84700V;PDIC84700V;NOVENTA PADOVANA G. SANTINI ;NOVENTA PADOVANA G. SANTINI ;Non Disponibile;NOVENTA PADOVANA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;PDIC84700V@istruzione.it;pdic84700v@pec.istruzione.it;VIA VALMARANA,33;PADOVA;VENETO;Non Disponibile; 1.195117E7;4,54E+22
201516;NORD EST;31021;F269;TVPS04000Q;TVPS04000Q;LS GIUSEPPE BERTO;LS GIUSEPPE BERTO;Non Disponibile;MOGLIANO VENETO;LICEO SCIENTIFICO;SI;Non Disponibile;TVPS04000Q@istruzione.it;tvps04000q@pec.istruzione.it;VIA  BARBIERO 82;TREVISO;VENETO;www.liceoberto.it; 1.22452695E7;4,56E+23
201516;NORD EST;31033;C111;TVIC816009;TVEE81604E;IC CASTELFRANCO V.TO 2;G.VERDI;Non Disponibile;CASTELFRANCO VENETO;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC816009@istruzione.it;Non Disponibile;VIA SANTA LUCIA, 2;TREVISO;VENETO;www.ic2castelfranco.gov.it; 1.19634368E7;4,57E+15
201516;NORD EST;31054;G933;TVIC86500E;TVEE86501L;IC CRESPANO DEL GRAPPA;ALDO FANTINA - POSSAGNO;Non Disponibile;POSSAGNO;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC86500E@istruzione.it;Non Disponibile;VIA MOLINETTO, N. 10;TREVISO;VENETO;www.iccrespano.gov.it; 1.18714552E7;4,58E+15
201516;NORD EST;45100;H620;ROIC82100G;ROMM82102N;ROVIGO 2;VENEZZE - ROVIGO;Non Disponibile;ROVIGO;SCUOLA PRIMO GRADO;NO;Non Disponibile;ROIC82100G@istruzione.it;Non Disponibile;VIA  A. CASALINI, 25;ROVIGO;VENETO;http://www.icrovigo2.gov.it; 1.17902297E7;4,51E+23
201516;NORD EST;32025;I563;BLIC83200V;BLEE832022;IC  SEDICO;FRAZ. LIBANO;Non Disponibile;SEDICO;SCUOLA PRIMARIA;NO;Non Disponibile;BLIC83200V@istruzione.it;Non Disponibile;VIA BOLAGO 31;BELLUNO;VENETO;www.istitutocomprensivosedico-sospirolo.gov.it; 1.215461E7;4,62E+15
201516;NORD EST;32023;A206;BLIC82700B;BLMM82701C;IC ALLEGHE;DINO BUZZATI - ALLEGHE;Non Disponibile;ALLEGHE;SCUOLA PRIMO GRADO;NO;Non Disponibile;BLIC82700B@istruzione.it;Non Disponibile;VIA CARDUCCI, 6;BELLUNO;VENETO;www.icciauri.it; 1.1995154899999999E7;4,64E+14
201516;NORD EST;37023;E171;VRIC815005;VREE81504A;IC GREZZANA;ALCENAGO;Non Disponibile;GREZZANA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC815005@istruzione.it;Non Disponibile;VIA VIGO;VERONA;VENETO;www.grezzanascuole.gov.it; 1.0986282799999999E7;4,55E+23
201516;NORD EST;45026;E522;ROIC81700X;ROMM817011;LENDINARA;A.MARIO - LENDINARA;Non Disponibile;LENDINARA;SCUOLA PRIMO GRADO;NO;Non Disponibile;ROIC81700X@istruzione.it;Non Disponibile;VIA MARCONI, 36;ROVIGO;VENETO;www.icslendinara.gov.it; 1.15951861E7;4,51E+15
201516;NORD EST;30015;C638;VEIC85100L;VEAA85101D;I.C. CHIOGGIA 1;COLONIA PADOAN;Non Disponibile;CHIOGGIA;SCUOLA INFANZIA;NO;Non Disponibile;VEIC85100L@istruzione.it;Non Disponibile;CALLE SAN NICOLO' 1/8;VENEZIA;VENETO;www.chioggia1.gov.it; 1.3018738E7;4,57E+22
201516;NORD EST;30033;F904;VEIC86600A;VEAA866017;I.C.ELISABETTA BETTY PIERAZZO;ITALO CALVINO;Non Disponibile;NOALE;SCUOLA INFANZIA;NO;Non Disponibile;VEIC86600A@istruzione.it;Non Disponibile;VIA LA FONDA - NOALE;VENEZIA;VENETO;www.icnoale.gov.it; 1.2069597399999999E7;4,56E+23
201516;NORD EST;36100;L840;VIPM010008;VIPM010008;IM  DON GIUSEPPE FOGAZZARO;IM  DON GIUSEPPE FOGAZZARO;Non Disponibile;VICENZA;ISTITUTO MAGISTRALE;SI;Non Disponibile;VIPM010008@istruzione.it;vipm010008@pec.istruzione.it;CONTRA' BURCI 21;VICENZA;VENETO;http://www.fogazzaro.it; 1.1550938799999999E7;4,55E+15
201516;NORD EST;36040;D496;VIIC82500B;VIEE82504L;IC LUGO DI VICENZA NODARI;FARA VIC.- S.GIORGIO;Non Disponibile;FARA VICENTINO;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC82500B@istruzione.it;Non Disponibile;VIA PERLENA;VICENZA;VENETO;www.icslugodivicenza.gov.it/; 1.15831698E7;4,57E+23
201516;NORD EST;36100;L840;VIIC870009;VIAA870016;IC VICENZA 5;IC VICENZA 5 - STRADA STALLI;Non Disponibile;VICENZA;SCUOLA INFANZIA;NO;Non Disponibile;VIIC870009@istruzione.it;Non Disponibile;CONTRA'STALLI N.21;VICENZA;VENETO;www.icvicenza5.gov.it; 1.1535421399999999E7;4,55E+23
201516;NORD EST;35141;G224;PDPS030003;PDPS030003;LS  I.NIEVO-PADOVA;LS  I.NIEVO-PADOVA;Non Disponibile;PADOVA;LICEO SCIENTIFICO;SI;Non Disponibile;PDPS030003@istruzione.it;pdps030003@pec.istruzione.it;VIA BARBARIGO,38;PADOVA;VENETO;www.liceonievo.gov.it; 1.1872373399999999E7;4,54E+23
201516;NORD EST;35020;L132;PDIC89400C;PDEE89405P;NICOLO' TOMMASEO;SCUOLA PRIMARIA I.NIEVO;Non Disponibile;TERRASSA PADOVANA;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC89400C@istruzione.it;Non Disponibile;VIA MADONNA, 3;PADOVA;VENETO;www.ictommaseo.gov.it; 1.19074715E7;4,52E+22
201516;NORD EST;35136;G224;PDIC83000D;PDMM83001E;XIII IC DI PADOVA TARTINI;G. TARTINI  XIII I.C.;Non Disponibile;PADOVA;SCUOLA PRIMO GRADO;NO;Non Disponibile;PDIC83000D@istruzione.it;Non Disponibile;VIA VICENTINI, 21;PADOVA;VENETO;www.tartinipadova.it; 1.184015E7;4,54E+13
201516;NORD EST;32030;H938;BLIC81900C;BLEE81903L;IC  SANTA GIUSTINA  G. RODARI;SAN GREGORIO NELLE ALPI;Non Disponibile;SAN GREGORIO NELLE ALPI;SCUOLA PRIMARIA;NO;Non Disponibile;BLIC81900C@istruzione.it;Non Disponibile;VIA MONTE PIZZOCCO 2;BELLUNO;VENETO;www.rodari.org; 1.2027745899999999E7;4,61E+23
201516;NORD EST;31030;B965;TVIC82300C;TVMM82301D;IC CASIER;SMS CASIER (I.C.);Non Disponibile;CASIER;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVIC82300C@istruzione.it;Non Disponibile;VIA        PESCHIERE           16;TREVISO;VENETO;www.iccasier.gov.it; 1.22583665E7;4,56E+15
201516;NORD EST;31100;L407;TVIC87100T;TVAA87101P;IC TREVISO 2 SERENA;XXV APRILE;Non Disponibile;TREVISO;SCUOLA INFANZIA;NO;Non Disponibile;TVIC87100T@istruzione.it;Non Disponibile;VIA PALUDETTI;TREVISO;VENETO;www.ic2serenatreviso.gov.it; 1.22138176E7;4,57E+15
201516;NORD OVEST;17022;B005;SVIC817004;SVMM817026;ISTITUTO COMPRENSIVO PIETRA LIG;IST. SEC. I GR.  BORGIO VEREZZI;Non Disponibile;BORGIO-VEREZZI;SCUOLA PRIMO GRADO;NO;Non Disponibile;SVIC817004@istruzione.it;Non Disponibile;VIA VITTORIO VENETO, 21;SAVONA;LIGURIA;www.icpietraligure.it; 8307782.899999999;4,42E+15
201516;NORD EST;31100;L407;TVIC87100T;TVEE87101X;IC TREVISO 2 SERENA;R.DEGLI AZZONI;Non Disponibile;TREVISO;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC87100T@istruzione.it;Non Disponibile;VIA PALUDETTI;TREVISO;VENETO;www.ic2serenatreviso.gov.it; 1.22138176E7;4,57E+15
201516;NORD EST;37136;L781;VRIC88300Q;VRAA88301L;IC VR 12 GOLOSINE;GOLOSINE;Non Disponibile;VERONA;SCUOLA INFANZIA;NO;Non Disponibile;VRIC88300Q@istruzione.it;Non Disponibile;VIA BISENZIO 11;VERONA;VENETO;WWW.COMPRENSIVOVR12.IT; 1.0959036E7;4,54E+14
201516;NORD EST;36061;A703;VIIC88100Q;VIEE88103X;IC 3  BASSANO DEL GRAPPA;BASSANO - MARCHESANE;Non Disponibile;BASSANO DEL GRAPPA;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC88100Q@istruzione.it;Non Disponibile;VIA ROLANDI;VICENZA;VENETO;www.ic3bassano.gov.it; 1.1699601500000002E7;4,58E+23
201516;NORD EST;35010;B564;PDIC84200Q;PDEE842041;DI CURTAROLO E CAMPO S.MARTINO;CAMPO S.MARTINO-MARSANGO;Non Disponibile;CAMPO SAN MARTINO;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC84200Q@istruzione.it;Non Disponibile;VIA ALCIDE DE GASPERI, 43;PADOVA;VENETO;www.tribanchi.gov.it; 1.1835782E7;4,56E+13
201516;NORD EST;35028;G693;PDIS02100V;PDTD021015;DE NICOLA;I.T.C. (S.A.DE NICOLA) - PIOVE S.;Non Disponibile;PIOVE DI SACCO;IST TEC COMMERCIALE E PER GEOMETRI;NO;Non Disponibile;PDIS02100V@istruzione.it;Non Disponibile;VIA PARINI,10/C;PADOVA;VENETO;www.denicolapiovedisacco.gov.it; 1.203371E7;4,53E+14
