ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA; LONGITUDINE; LATITUDINE
201516;NORD EST;35020;I275;PDIC82700N;PDMM82701P;DI SANT'ANGELO DI PIOVE;SANT'ANGELO DI PIOVE;Non Disponibile;SANT'ANGELO DI PIOVE DI SACCO;SCUOLA PRIMO GRADO;NO;Non Disponibile;PDIC82700N@istruzione.it;Non Disponibile;VIA ROMA 21;PADOVA;VENETO;www.icsantangelodipiove.gov.it;11.86922;45.3537
201516;NORD EST;31100;L407;TVMM140004;TVMM70602X;CPIA ALBERTO MANZI DI TREVISO;ISTITUTO PENALE PER MINORENNI;SPEC. PER CARCERARI;TREVISO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVMM140004@istruzione.it;Non Disponibile;VIA SANTA BONA N.5/C;TREVISO;VENETO;www.adultinforma.it;12.2308128;45.6825464
201516;NORD EST;31100;L407;TVIC87100T;TVAA87103R;IC TREVISO 2 SERENA;SCUOLA INFANZIA;Non Disponibile;TREVISO;SCUOLA INFANZIA;NO;Non Disponibile;TVIC87100T@istruzione.it;Non Disponibile;VIA TEZZONE;TREVISO;VENETO;www.ic2serenatreviso.it;12.244067;45.6627928
201516;NORD EST;31100;L407;TVIC87100T;TVEE871032;IC TREVISO 2 SERENA;A. GABELLI;Non Disponibile;TREVISO;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC87100T@istruzione.it;Non Disponibile;VIALE CADORNA 21;TREVISO;VENETO;www.ic2serenatreviso.gov.it;12.2439013;45.6630517
201516;NORD EST;37060;B304;VRIC881004;VRAA881011;IC RITA LEVI MONTALCINI;BUTTAPIETRA-MARCHESINO;Non Disponibile;BUTTAPIETRA;SCUOLA INFANZIA;NO;Non Disponibile;VRIC881004@istruzione.it;Non Disponibile;VIA MONTE BALDO;VERONA;VENETO;www.icbuttapietra.gov.it;11.0004622;45.3664925
201516;NORD EST;45020;H768;ROIC810005;ROEE810039;FIESSO UMBERTIANO;PASCOLI GIOVANNI - S. BELLINO;Non Disponibile;SAN BELLINO;SCUOLA PRIMARIA;NO;Non Disponibile;ROIC810005@istruzione.it;Non Disponibile;PIAZZA GIOVANNI TASSO 4;ROVIGO;VENETO;icfiessoumbertiano.gov.it;11.5895037;45.0287799
201516;NORD EST;30010;M308;VEIC833003;VEEE833026;DANIELE  MANIN;M. BRAGADIN - TREPORTI;Non Disponibile;CAVALLINO - TREPORTI;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC833003@istruzione.it;Non Disponibile;VIA DELLA RICEVITORIA;VENEZIA;VENETO;www.icmanin.gov.it;12.4528984;45.4692732
201516;NORD EST;35010;D226;PDIC84200Q;PDEE84202V;DI CURTAROLO E CAMPO S.MARTINO;CURTAROLO-S.MARIA DI NON;Non Disponibile;CURTAROLO;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC84200Q@istruzione.it;Non Disponibile;VIA SANTA MARIA DI NON 33;PADOVA;VENETO;www.traibanchi.gov.it;11.8517028;45.5132357
201516;NORD EST;35018;I008;PDIC838004;PDIC838004;DI SAN MARTINO DI LUPARI;DI SAN MARTINO DI LUPARI;Non Disponibile;SAN MARTINO DI LUPARI;ISTITUTO COMPRENSIVO;SI;Non Disponibile;PDIC838004@istruzione.it;pdic838004@pec.istruzione.it;VIA FIRENZE 1;PADOVA;VENETO;Non Disponibile;11.85274;45.6503
201516;NORD EST;31010;D680;TVIC862003;TVMM862025;IC SAN ZENONE DEGLI EZZELINI;SMS SANTE ZANON FONTE (IC);Non Disponibile;FONTE;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVIC862003@istruzione.it;Non Disponibile;VIA        MONTE GRAPPA        35;TREVISO;VENETO;http://www.comprensivosanzenone.gov.it;11.8672168;45.7874937
201516;NORD EST;31050;B744;TVIC85600Q;TVEE85601T;IC CARBONERA;C. BATTISTI;Non Disponibile;CARBONERA;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC85600Q@istruzione.it;Non Disponibile;VIA C. BATTISTI;TREVISO;VENETO;www.iccarboneratv.gov.it;12.208085;45.7200723
201516;NORD EST;45030;F994;ROIC803002;ROMM803013;OCCHIOBELLO;D.ALIGHIERI - OCCHIOBELLO;Non Disponibile;OCCHIOBELLO;SCUOLA PRIMO GRADO;NO;Non Disponibile;ROIC803002@istruzione.it;Non Disponibile;VIA SAVONAROLA;ROVIGO;VENETO;www.ic-occhiobello.gov.it;11.5838404;44.9207473
201516;NORD EST;30030;I551;VEIC83500P;VEMM83501Q; A. MARTINI;A. MARTINI;Non Disponibile;SCORZE';SCUOLA PRIMO GRADO;NO;Non Disponibile;VEIC83500P@istruzione.it;Non Disponibile;VIA VERDI 1;VENEZIA;VENETO;www.icmartini.it;11.9895952;45.3971178
201516;NORD EST;30174;L736;VEIS004007;VERC004016;LUIGI LUZZATTI;L. LUZZATTI;Non Disponibile;VENEZIA;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;NO;Non Disponibile;VEIS004007@istruzione.it;Non Disponibile;VIA PERLAN 17;VENEZIA;VENETO;www.iisluzzatti.it;12.2121441;45.4919359
201516;NORD EST;35020;D040;PDIC824006;PDIC824006;DI CORREZZOLA;DI CORREZZOLA;Non Disponibile;CORREZZOLA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;PDIC824006@istruzione.it;pdic824006@pec.istruzione.it;VIA GARIBALDI 41;PADOVA;VENETO;Non Disponibile;12.06683;45.23539
201516;NORD EST;37056;H714;VRIC87100D;VREE87101G;IC SALIZZOLE;M.PIZZICAROLI BIONDE;Non Disponibile;SALIZZOLE;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC87100D@istruzione.it;Non Disponibile;VIA BIONDE;VERONA;VENETO;www.icsalizzole.it;11.0956699;45.2122071
201516;NORD EST;36010;G931;VIIC85200Q;VIEE852063;IC ARSIERO  P.MAROCCO;IC ARSIERO -POSINA;Non Disponibile;POSINA;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC85200Q@istruzione.it;Non Disponibile;VIA SAREGO;VICENZA;VENETO;http://www.icarsiero.gov.it;11.3316628;45.6786548
201516;NORD EST;30027;H823;VEIC809006;VEAA809024;IPPOLITO NIEVO;I.CALVINO;Non Disponibile;SAN DONA' DI PIAVE;SCUOLA INFANZIA;NO;Non Disponibile;VEIC809006@istruzione.it;Non Disponibile;VIA CITTANOVA 21;VENEZIA;VENETO;www.icnievo.gov.it;12.6565447;45.6381384
201516;NORD EST;30036;I242;VEIC82100R;VEEE821053;F. E  P.  CORDENONS;PAPA SARTO;Non Disponibile;SANTA MARIA DI SALA;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC82100R@istruzione.it;Non Disponibile;VIA DESMAN 24;VENEZIA;VENETO;www.iccordenons.gov.it;12.0553736;45.514316
201516;NORD EST;31040;L402;TVIC82800G;TVEE82801N;IC TREVIGNANO;A.MANZONI;Non Disponibile;TREVIGNANO;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC82800G@istruzione.it;Non Disponibile;VIA TRE FORNI 14;TREVISO;VENETO;www.comprensivostataletrevignano.it;12.0644503;45.7367784
201516;NORD EST;37045;E512;VRIC89800D;VRIC89800D;IC 01 LEGNAGO;IC 01 LEGNAGO;Non Disponibile;LEGNAGO;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VRIC89800D@istruzione.it;vric89800d@pec.istruzione.it;VIA        XX SETTEMBRE        39;VERONA;VENETO;Non Disponibile;11.3091097;45.1914104
201516;NORD EST;37042;B402;VRIS01200T;VRRA01201T;STEFANI - BENTEGODI;STEFANI - BENTEGODI CALDIERO;Non Disponibile;CALDIERO;IST PROF PER L'AGRICOLTURA E L'AMBIENTE;NO;Non Disponibile;VRIS01200T@istruzione.it;Non Disponibile;VIA STAZIONE 3;VERONA;VENETO;www.stefanibentegodi.it;11.1791039;45.4140618
201516;NORD EST;37068;L869;VRIC89600T;VRAA89601P;IC VIGASIO;VIGASIO CAPOLUOGO;Non Disponibile;VIGASIO;SCUOLA INFANZIA;NO;Non Disponibile;VRIC89600T@istruzione.it;Non Disponibile;VIALE BASSINI;VERONA;VENETO;www.istitutocomprensivovigasio.gov.it;10.9357521;45.3149039
201516;NORD EST;35028;G693;PDIC8AA004;PDIC8AA004;IC PIOVE DI SACCO I;IC PIOVE DI SACCO I;Non Disponibile;PIOVE DI SACCO;ISTITUTO COMPRENSIVO;SI;Non Disponibile;PDIC8AA004@istruzione.it;PDIC8AA004@pec.istruzione.it;VIA UMBERTO I N. 5;PADOVA;VENETO;Non Disponibile;12.03621;45.29351
201516;NORD EST;31020;L700;TVIC83600E;TVEE83603P;IC VAZZOLA;SCUOLA PRIMARIA;Non Disponibile;VAZZOLA;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC83600E@istruzione.it;Non Disponibile;PIAZZA DANTE;TREVISO;VENETO;www.istitutocomprensivovazzola.it;12.349461;45.8869055
201516;NORD EST;36042;B132;VIIS021008;VIRI021021;I.S.  ANDREA SCOTTON;IPSIA  ANDREA SCOTTON;Non Disponibile;BREGANZE;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;VIIS021008@istruzione.it;Non Disponibile;VIA ROMA 56;VICENZA;VENETO;www.ipsiascotton.it;11.5582171;45.7072615
201516;NORD EST;36061;A703;VIIS01700L;VIRC017511;I.I.S.  REMONDINI;IPSCT REMONDINI BASSANO DEL G. -SERALE;Non Disponibile;BASSANO DEL GRAPPA;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;NO;Non Disponibile;VIIS01700L@istruzione.it;Non Disponibile;VIA TRAVETTORE33;VICENZA;VENETO;www.remondini.net;11.73204;45.75345
201516;NORD EST;36010;M145;VIIC80900D;VIMM80902G;IC REZZARA CARRE';SMS ZANE';Non Disponibile;ZANE';SCUOLA PRIMO GRADO;NO;Non Disponibile;VIIC80900D@istruzione.it;Non Disponibile;VIA  A. DE GASPERI  3;VICENZA;VENETO;icscarre.gov.it;11.4655678;45.7622264
201516;NORD EST;30020;G981;VEIC825004;VEEE825049;IPPOLITO NIEVO;GUGLIELMO MARCONI-CAP.;Non Disponibile;PRAMAGGIORE;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC825004@istruzione.it;Non Disponibile;VIA LEOPARDI 56;VENEZIA;VENETO;www.icnievocinto.gov.it;12.729035;45.815787
201516;NORD EST;30028;I040;VEIC832007;VEMM832018;I.C. S.MICHELE AL TAGLIAMENTO;TITO LIVIO;Non Disponibile;SAN MICHELE AL TAGLIAMENTO;SCUOLA PRIMO GRADO;NO;Non Disponibile;VEIC832007@istruzione.it;Non Disponibile;CORSO DEL POPOLO 81;VENEZIA;VENETO;www.icsanmichele.gov.it;12.99229;45.76637
201516;NORD EST;32040;I063;BLIC82500Q;BLAA82507V;IC S. STEFANO DI CADORE;INFANZIA SAN NICOLO' COMELICO;Non Disponibile;SAN NICOLO' DI COMELICO;SCUOLA INFANZIA;NO;Non Disponibile;BLIC82500Q@istruzione.it;Non Disponibile;VIA CAPOLUOGO 37;BELLUNO;VENETO;www.icsantostefanodicadore.it;12.528141;46.581804
201516;NORD EST;35020;C812;PDIC87000X;PDAA87003V;ISTITUTO COMPRENSIVO CODEVIGO;SC. DELL'INFANZIA ROSARA;Non Disponibile;CODEVIGO;SCUOLA INFANZIA;NO;Non Disponibile;PDIC87000X@istruzione.it;Non Disponibile;VIA ROSARA;PADOVA;VENETO;www.istitutocomprensivodicodevigo.gov.it;12.1139387;45.2906373
201516;NORD EST;36100;L840;VIIC869005;VIIC869005;IC VICENZA 10 - VIA COLOMBO;IC VICENZA 10 - VIA COLOMBO;Non Disponibile;VICENZA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VIIC869005@istruzione.it;viic869005@pec.istruzione.it;VIA COLOMBO 31;VICENZA;VENETO;Non Disponibile;11.5171303;45.5567146
201516;NORD EST;36100;L840;VIIC86600N;VIMM86601P;IC VICENZA 11- VIA PRATI;SMS  VIA PRATI VICENZA;Non Disponibile;VICENZA;SCUOLA PRIMO GRADO;NO;Non Disponibile;VIIC86600N@istruzione.it;Non Disponibile;VIA PRATI 13;VICENZA;VENETO;www.ic11viaprati.gov.it;11.539078;45.5613977
201516;NORD EST;36023;E671;VIIC834006;VIEE83404B;IC LONGARE BIZIO;LONGARE - COSTOZZA;Non Disponibile;LONGARE;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC834006@istruzione.it;Non Disponibile;VIA EUROPA 10;VICENZA;VENETO;iclongare.gov.it;11.6109843;45.4690791
201516;NORD EST;36071;A459;VIIS00200V;VIIS00200V;IS   LEONARDO DA VINCI;IS   LEONARDO DA VINCI;Non Disponibile;ARZIGNANO;ISTITUTO SUPERIORE;SI;Non Disponibile;VIIS00200V@istruzione.it;viis00200v@pec.istruzione.it;VIA FORTIS 3;VICENZA;VENETO;www.liceodavinci.it;11.3517119;45.515977
201516;NORD EST;35010;E145;PDIC84300G;PDEE84301N;ISTITUTO COMPRENS.  GRANTORTO;GRANTORTO - DE AMICIS;Non Disponibile;GRANTORTO;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC84300G@istruzione.it;Non Disponibile;VIA ALCIDE DE GASPERI 27;PADOVA;VENETO;www.icgrantorto.gov.it;11.83199;45.551137
201516;NORD EST;45019;L026;ROIC80500N;ROIC80500N;TAGLIO DI PO;TAGLIO DI PO;Non Disponibile;TAGLIO DI PO;ISTITUTO COMPRENSIVO;SI;Non Disponibile;ROIC80500N@istruzione.it;roic80500n@pec.istruzione.it;VIA MANZONI 1;ROVIGO;VENETO;Non Disponibile;12.2158834;45.0055443
201516;NORD EST;31036;E373;TVIC83100B;TVIC83100B;IC ISTRANA;IC ISTRANA;Non Disponibile;ISTRANA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;TVIC83100B@istruzione.it;tvic83100b@pec.istruzione.it;VIA S.PIO X 39;TREVISO;VENETO;Non Disponibile;12.1053163;45.6767432
201516;NORD EST;30174;L736;VEPS05000A;VEPS05000A;UGO  MORIN;UGO  MORIN;Non Disponibile;VENEZIA;LICEO SCIENTIFICO;SI;Non Disponibile;VEPS05000A@istruzione.it;veps05000a@pec.istruzione.it;VIA ASSEGGIANO N.  39;VENEZIA;VENETO;www.liceomorin.net;12.2150129;45.4916326
201516;NORD EST;30123;L736;VESD020001;VESD020001;LICEO ARTISTICO STATALE M. GUGGENHEIM;LICEO ARTISTICO STATALE M. GUGGENHEIM;Non Disponibile;VENEZIA;ISTITUTO D'ARTE;SI;Non Disponibile;VESD020001@istruzione.it;Non Disponibile;DORSODURO 2613;VENEZIA;VENETO;www.liceoguggenheim.gov.it;12.3248032;45.432838
201516;NORD EST;37122;L781;VRPM01000L;VRPM01000L;CARLO MONTANARI;CARLO MONTANARI;Non Disponibile;VERONA;ISTITUTO MAGISTRALE;SI;Non Disponibile;VRPM01000L@istruzione.it;vrpm01000l@pec.istruzione.it;VICOLO     STIMATE 4;VERONA;VENETO;www.liceomontanari.it;10.9938973;45.4347152
201516;NORD EST;37026;G481;VRIC836006;VRAA836013;IC 02 PESCANTINA;BALCONI - L. CALABRESE;Non Disponibile;PESCANTINA;SCUOLA INFANZIA;NO;Non Disponibile;VRIC836006@istruzione.it;Non Disponibile;VIA SIEDLCE 4;VERONA;VENETO;www.ic2pescantina.gov.it;10.8687814;45.4917756
201516;NORD EST;36100;L840;VIIC86600N;VIAA86602G;IC VICENZA 11- VIA PRATI;I.C.11- VICENZA -PRESIDIO SANIT;C/O IST. OSPEDALIERO;VICENZA;SCUOLA INFANZIA;NO;Non Disponibile;VIIC86600N@istruzione.it;Non Disponibile;VIA SAN BORTOLO;VICENZA;VENETO;www.ic11viaprati.it;11.5439835;45.5566489
201516;NORD EST;36078;L551;VIIC82800V;VIIC82800V;IC 1 VALDAGNO;IC 1 VALDAGNO;Non Disponibile;VALDAGNO;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VIIC82800V@istruzione.it;viic82800v@pec.istruzione.it;VIA PASUBIO 171;VICENZA;VENETO;Non Disponibile;11.2963838;45.6635082
201516;NORD EST;30015;C638;VEIC853008;VEMM853019;I.C. CHIOGGIA 2;G.PASCOLI;Non Disponibile;CHIOGGIA;SCUOLA PRIMO GRADO;NO;Non Disponibile;VEIC853008@istruzione.it;Non Disponibile;VIALE BACCHIGLIONE N.  2;VENEZIA;VENETO;VEIC853008@ISTRUZIONE.IT;12.291491;45.213292
201516;NORD EST;35042;D442;PDIS026002;PDIS026002;I.I.S. EUGANEO - ESTE;I.I.S. EUGANEO - ESTE;Non Disponibile;ESTE;ISTITUTO SUPERIORE;SI;Non Disponibile;PDIS026002@istruzione.it;pdis026002@pec.istruzione.it;VIA BORGOFURO6;PADOVA;VENETO;Non Disponibile;11.6633;45.22497
201516;NORD EST;36040;I430;VIIC813005;VIMM813016;IC MUTTONI. SAREGO;SMS MUTTONI SAREGO/MELEDO;Non Disponibile;SAREGO;SCUOLA PRIMO GRADO;NO;Non Disponibile;VIIC813005@istruzione.it;Non Disponibile;VIA DAMIANO CHIESA  5;VICENZA;VENETO;www.icmuttonisarego.gov.it;11.4123895;45.4341611
201516;NORD EST;35010;B031;PDIC861005;PDMM861016;DI BORGORICCO;BORGORICCO;Non Disponibile;BORGORICCO;SCUOLA PRIMO GRADO;NO;Non Disponibile;PDIC861005@istruzione.it;Non Disponibile;VIALE EUROPA14;PADOVA;VENETO;http://icborgoricco.net;11.6984809;45.625244
201516;NORD EST;35125;G224;PDIC88500N;PDEE88502R;X IC DI PADOVA STEFANINI;LUIGI LUZZATTI;Non Disponibile;PADOVA;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC88500N@istruzione.it;Non Disponibile;VIA SALBORO 2A;PADOVA;VENETO;www.10icpadova.gov.it;11.8933443;45.3589352
201516;NORD EST;35010;L892;PDIC86500C;PDEE86501E;ISTITUTO COMPR. VIGODARZERE;VIGODARZERE DON BOSCO;Non Disponibile;VIGODARZERE;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC86500C@istruzione.it;Non Disponibile;P.ZA MARTIRI DELLA LIBERTA' 2;PADOVA;VENETO;www.icvigodarzere.gov.it;11.87991;45.45579
201516;NORD EST;31053;G645;TVIS00100Q;TVTL00101C;IS MARCO CASAGRANDE;ITG. P.SOLIGO(S.C. I.S.CASAGRANDE PIEVE;Non Disponibile;PIEVE DI SOLIGO;ISTITUTO TECNICO PER GEOMETRI;NO;Non Disponibile;TVIS00100Q@istruzione.it;Non Disponibile;VIA STADIO 7;TREVISO;VENETO;www.isisspieve.it;12.165704;45.9046949
201516;NORD EST;31050;H523;TVIC875005;TVEE87504A;IC RONCADE;L. EINAUDI;Non Disponibile;RONCADE;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC875005@istruzione.it;Non Disponibile;VIA TRENTO TRIESTE 2;TREVISO;VENETO;www.icroncade.it;12.0523399;45.66186
201516;NORD EST;31045;F770;TVIC88100C;TVIC88100C;IC MOTTA DI LIVENZA;IC MOTTA DI LIVENZA;Non Disponibile;MOTTA DI LIVENZA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;TVIC88100C@istruzione.it;tvic88100c@pec.istruzione.it;VIA MANZONI 2;TREVISO;VENETO;Non Disponibile;12.6047517;45.7745606
201516;NORD EST;37045;E512;VRIS01400D;VRIS01400D;G.SILVA-M.RICCI;G.SILVA-M.RICCI;Non Disponibile;LEGNAGO;ISTITUTO SUPERIORE;SI;Non Disponibile;VRIS01400D@istruzione.it;vris01400d@pec.istruzione.it;VIA NINO BIXIO 53;VERONA;VENETO;Non Disponibile;11.317061;45.20101
201516;NORD EST;37060;I826;VRIC814009;VREE81403D;IC SONA;SONA  ALEARDI A.;Non Disponibile;SONA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC814009@istruzione.it;Non Disponibile;VIA ROMA;VERONA;VENETO;www.icsona.gov.it;11.1055077;45.1397267
201516;NORD EST;45011;A059;ROIC81400C;ROMM81403G;ADRIA DUE;BUZZOLLA - ADRIA;Non Disponibile;ADRIA;SCUOLA PRIMO GRADO;NO;Non Disponibile;ROIC81400C@istruzione.it;Non Disponibile;VIA ARZERON N. 45;ROVIGO;VENETO;www.comprensivoadriadue.gov.it;12.0581979;45.0576143
201516;NORD EST;30030;F229;VEIC868002;VEAA868031;I.C.  LUIGI NONO MIRA  I;PIAZZA VECCHIA;Non Disponibile;MIRA;SCUOLA INFANZIA;NO;Non Disponibile;VEIC868002@istruzione.it;Non Disponibile;VIA XXV APRILE;VENEZIA;VENETO;www.istitutocomprensivomira1.gov.it;12.1284821;45.5398476
201516;NORD EST;36050;G957;VIIC82200X;VIMM822033;IST. COMPRENSIVO P. ANTONIBON;SMS POZZOLEONE;Non Disponibile;POZZOLEONE;SCUOLA PRIMO GRADO;NO;Non Disponibile;VIIC82200X@istruzione.it;Non Disponibile;VIA CASONA 30;VICENZA;VENETO;www.comprensivodinove.com;11.6753761;45.6541275
201516;NORD EST;36010;M145;VIIC80900D;VIEE80903N;IC REZZARA CARRE';IC CARRE'-ZANE'-CAPOLUOGO;Non Disponibile;ZANE';SCUOLA PRIMARIA;NO;Non Disponibile;VIIC80900D@istruzione.it;Non Disponibile;VIA SAN GIUSEPPE 31;VICENZA;VENETO;icscarre.gov.it;11.4585417;45.7201377
201516;NORD EST;30027;H823;VEIC82800G;VEEE82802P;LUCIA  SCHIAVINATO;SCUOLA ELEMENTARE MARCO POLO;Non Disponibile;SAN DONA' DI PIAVE;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC82800G@istruzione.it;Non Disponibile;VIA PASSARELLA 70 SAN DONA' DI PIAVE;VENEZIA;VENETO;www.icschiavinato.it;12.6067775;45.5945866
201516;NORD EST;30026;G914;VEIC85800B;VEEE85802E;I.C. GIOVANNI PASCOLI;DON LORENZO MILANI;Non Disponibile;PORTOGRUARO;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC85800B@istruzione.it;Non Disponibile;VIA MAGELLANO N. 18;VENEZIA;VENETO;www.icpascoliportogruaro.it;12.8298887;45.7838364
201516;NORD EST;35031;A001;PDIC85000P;PDIC85000P;ISTIT. COMPRENS. ABANO TERME;ISTIT. COMPRENS. ABANO TERME;Non Disponibile;ABANO TERME;ISTITUTO COMPRENSIVO;SI;Non Disponibile;PDIC85000P@istruzione.it;pdic85000p@pec.istruzione.it;VIA SAN GIOVANNI BOSCO 1;PADOVA;VENETO;Non Disponibile;11.7820472;45.3579269
201516;NORD EST;32037;I866;BLIC83200V;BLAA83202R;IC  SEDICO;SOSPIROLO;Non Disponibile;SOSPIROLO;SCUOLA INFANZIA;NO;Non Disponibile;BLIC83200V@istruzione.it;Non Disponibile;VIA MARAS 167;BELLUNO;VENETO;www.istitutocomprensivosedicosospirolo.gov.it;12.0652801;46.1318415
201516;NORD EST;31040;M118;TVIC81400N;TVMM81401P;IC VOLPAGO DEL MONTELLO;SMSPERTINIVOLPAGO DEL M. (IC);Non Disponibile;VOLPAGO DEL MONTELLO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVIC81400N@istruzione.it;Non Disponibile;VIA        F.M. PRETI   1;TREVISO;VENETO;www.icsvolpago.it;12.12529;45.78448
201516;NORD EST;36075;F464;VIIC876008;VIAA876026;IC ANNA FRANK- MONTECCHIO M.1;IC MONTECCHIO M. 1 - SAN VITALE;Non Disponibile;MONTECCHIO MAGGIORE;SCUOLA INFANZIA;NO;Non Disponibile;VIIC876008@istruzione.it;Non Disponibile;VIA VENETO;VICENZA;VENETO;www.ic1montecchio.it;11.397911;45.5116266
201516;NORD EST;36030;B403;VIIC81500R;VIEE815031;IC ALIGHIERI CALDOGNO;SCUOLA PRIMARIA C. COLLODI;Non Disponibile;CALDOGNO;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC81500R@istruzione.it;Non Disponibile;VIA SUMMANO 46;VICENZA;VENETO;www.istitutocaldogno.it;11.5261006;45.5957323
201516;NORD EST;30030;G565;VEIC83000G;VEMM83001L;GIOVANNI XXIII;GIOVANNI XXIII;Non Disponibile;PIANIGA;SCUOLA PRIMO GRADO;NO;Non Disponibile;VEIC83000G@istruzione.it;Non Disponibile;VIA VESCOVO 3;VENEZIA;VENETO;www.icpianiga.gov.it;12.032179;45.4564243
201516;NORD EST;31040;F088;TVIC88100C;TVMM88102E;IC MOTTA DI LIVENZA;SMS MEDUNA DI LIVENZA (IC MOTTA;Non Disponibile;MEDUNA DI LIVENZA;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVIC88100C@istruzione.it;Non Disponibile;VIA S. BELLINO 32;TREVISO;VENETO;www.icmottadilivenza.gov.it;12.617476;45.8059759
201516;NORD EST;37051;B107;VRIC872009;VRMM87201A;IC BOVOLONE;BOVOLONE - F. CAPPA;Non Disponibile;BOVOLONE;SCUOLA PRIMO GRADO;NO;Non Disponibile;VRIC872009@istruzione.it;Non Disponibile;VIA        FRATELLI BANDIERA 8;VERONA;VENETO;www.icbovolone.gov.it;11.130171;45.255964
201516;NORD EST;37030;H712;VRIC860003;VREE86006A;IC TREGNAGO - BADIA CALAVENA;S.MAURO DI SALINE;Non Disponibile;SAN MAURO DI SALINE;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC860003@istruzione.it;Non Disponibile;VIA DOSSO NARDARI  21;VERONA;VENETO;www.ictregnago.gov.it;11.1096299;45.56423
201516;NORD EST;45020;E761;ROIC81700X;ROAA81703V;LENDINARA;DE AMICIS E. - FRAZ. CA' ZEN;Non Disponibile;LUSIA;SCUOLA INFANZIA;NO;Non Disponibile;ROIC81700X@istruzione.it;Non Disponibile;VIA RONCHELLO;ROVIGO;VENETO;www.icslendinara.gov.it;11.6880447;45.0969317
201516;NORD EST;35020;A161;PDIC895008;PDMM895019;ALBIGNASEGO;ALBIGNASEGO VALGIMIGLI;Non Disponibile;ALBIGNASEGO;SCUOLA PRIMO GRADO;NO;Non Disponibile;PDIC895008@istruzione.it;Non Disponibile;VIA TITO LIVIO 1;PADOVA;VENETO;Non Disponibile;11.8628573;45.3475302
201516;NORD EST;31020;I635;TVIC841002;TVMM841013;IC SERNAGLIA DELLA BATTAGLIA;SMS   NIEVO SERNAGLIA D.B.(IC);Non Disponibile;SERNAGLIA DELLA BATTAGLIA;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVIC841002@istruzione.it;Non Disponibile;VIALE      RIMEMBRANZA         7;TREVISO;VENETO;www.icsernaglia.gov.it;12.13385;45.87185
201516;NORD EST;37049;L912;VRIC84600R;VRAA84601N;IC VILLA BARTOLOMEA;VILLABARTOLOMEARAGGIO DI SOLE;Non Disponibile;VILLA BARTOLOMEA;SCUOLA INFANZIA;NO;Non Disponibile;VRIC84600R@istruzione.it;Non Disponibile;VIA IV NOVEMBRE;VERONA;VENETO;icvillabartolomea.gov.it;11.3531971;45.1607946
201516;NORD EST;37029;I109;VRIS016005;VRTD01601B;L. CALABRESE - P. LEVI;LORENZO CALABRESE;Non Disponibile;SAN PIETRO IN CARIANO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;VRIS016005@istruzione.it;Non Disponibile;VIA        MARA 6;VERONA;VENETO;www.calabreselevi.it;10.88442;45.52022
